age,education,familySize,typeOfHousing,houseOwnership,householdAnnualIncome,ageOfBuilding,freqOfMoving,ageOfCustomerAccountInDays,avgDailyUsage,lateFeePayments,AvgComplaintsRaised,AvgComplaintsResolved,modeOfPayment,typeOfPlanI,typeOfPlanII,Target
37,medium,Medium,Mansion,Owned,High,10-20yrs,6,<1yr,4.648872004,2,0,0,SD,Fixed,Fixed,No
27,medium,Medium,2BHK-Apt,Rented,Low,10-20yrs,3,2-5yrs,7.80782434,2,5,3,PPM,Fixed,Fixed,No
40,medium,Large,3BHK-Apt,Rented,Low,<10yrs,5,2-5yrs,4.885410581,0,7,2,DD,Fixed,Fixed,No
27,medium,Medium,1BHK-Apt,Rented,Medium,<10yrs,6,2-5yrs,14.4807344,0,1,0,PPM,Variable,Variable,No
41,High,Large,3BHK-Apt,Owned,High,10-20yrs,2,1-2yrs,6.916043917,0,1,0,PPM,Fixed,Fixed,No
43,High,Large,5BHK-House,Owned,Low,10-20yrs,1,<1yr,1.428246936,0,3,0,SD,Fixed,Fixed,No
37,low,Small,3BHK-Apt,Rented,High,20-30yrs,6,2-5yrs,1.805584148,1,9,0,SD,Variable,Variable,No
38,low,Small,2BHK-Apt,Owned,Low,>30yrs,3,>10yrs,6.10031702,0,6,3,Others,Fixed,Fixed,No
29,low,Medium,2BHK-Apt,Rented,Medium,<10yrs,7,>5yrs,4.270513694,3,1,0,SD,Fixed,Fixed,Yes
62,High,Small,2BHK-Apt,Rented,Low,>30yrs,8,2-5yrs,10.39063093,0,0,1,DD,Fixed,Fixed,Yes
35,medium,Large,3BHK-Apt,Rented,Low,10-20yrs,9,1-2yrs,8.217833786,0,7,3,Others,Fixed,Fixed,No
36,medium,Small,1BHK-Apt,Rented,Low,10-20yrs,2,1-2yrs,2.442337065,1,8,5,Others,Variable,Variable,No
49,low,Medium,5BHK-House,Rented,Medium,10-20yrs,2,<1yr,9.778141323,1,2,1,DD,Variable,Variable,No
31,High,Large,5BHK-House,Rented,Medium,20-30yrs,2,<1yr,8.592101633,0,6,4,SD,Fixed,Fixed,No
36,low,Large,3BHK-Apt,Rented,High,10-20yrs,1,>10yrs,7.498444288,3,7,3,Others,Variable,Variable,Yes
25,medium,Small,2BHK-Apt,Rented,Medium,20-30yrs,5,2-5yrs,4.706647277,2,2,0,Others,Fixed,Fixed,No
51,low,Medium,2BHK-Apt,Owned,Medium,>30yrs,6,2-5yrs,2.474354675,1,2,1,SD,Fixed,Fixed,No
29,low,Small,3BHK-Apt,Rented,High,20-30yrs,4,<1yr,6.117121948,1,5,1,PPM,Fixed,Fixed,No
55,High,Small,3BHK-Apt,Owned,Medium,20-30yrs,2,2-5yrs,5.360195408,1,4,3,DD,Variable,Variable,No
34,medium,Large,3BHK-Apt,Rented,Low,10-20yrs,3,1-2yrs,2.331956208,0,4,2,Others,Variable,Variable,No
42,medium,Medium,3BHK-Apt,Rented,Medium,20-30yrs,3,>5yrs,10.08111957,4,0,1,PPM,Variable,Variable,No
38,medium,Small,2BHK-Apt,Rented,Low,20-30yrs,8,1-2yrs,2.750346324,3,9,5,DD,Variable,Variable,No
57,low,Medium,3BHK-Apt,Owned,Medium,<10yrs,9,1-2yrs,3.601240283,0,10,1,SD,Variable,Variable,No
39,medium,Small,1BHK-Apt,Owned,Low,<10yrs,4,1-2yrs,1.630771425,1,2,0,SD,Fixed,Fixed,No
34,High,Large,3BHK-Apt,Rented,Medium,<10yrs,5,2-5yrs,15.47715795,4,0,1,PPM,Fixed,Fixed,No
30,High,Large,2BHK-Apt,Rented,High,10-20yrs,2,>5yrs,3.066211403,3,1,0,Others,Variable,Variable,No
43,medium,Large,2BHK-Apt,Owned,Medium,>30yrs,1,1-2yrs,4.929762303,0,4,1,Others,Variable,Variable,Yes
36,medium,Large,3BHK-Apt,Owned,Low,<10yrs,1,2-5yrs,2.498827231,1,2,1,DD,Variable,Variable,Yes
47,High,Medium,5BHK-House,Owned,Medium,<10yrs,7,1-2yrs,1.804548321,0,5,0,PPM,Variable,Variable,No
38,High,Medium,Mansion,Owned,Medium,<10yrs,7,2-5yrs,1.823948128,1,7,4,SD,Fixed,Fixed,No
43,low,Large,5BHK-House,Owned,Medium,20-30yrs,2,>5yrs,1.915726,3,6,1,SD,Fixed,Fixed,No
32,low,Small,2BHK-Apt,Owned,Medium,20-30yrs,2,2-5yrs,4.145091805,3,6,4,Others,Variable,Variable,No
38,medium,Medium,3BHK-Apt,Owned,Medium,10-20yrs,6,2-5yrs,7.981661493,0,1,0,Others,Fixed,Fixed,No
59,medium,Small,Mansion,Owned,Low,>30yrs,4,1-2yrs,12.75069248,3,4,0,PPM,Fixed,Fixed,Yes
29,low,Large,3BHK-Apt,Owned,Medium,10-20yrs,7,1-2yrs,1.335798034,2,7,3,Others,Fixed,Fixed,No
27,low,Small,3BHK-Apt,Owned,Medium,20-30yrs,1,2-5yrs,5.486547297,1,1,0,Others,Fixed,Fixed,No
42,High,Medium,3BHK-Apt,Rented,Medium,<10yrs,1,2-5yrs,5.130660981,0,4,0,PPM,Fixed,Fixed,Yes
43,High,Large,1BHK-Apt,Owned,Medium,20-30yrs,3,1-2yrs,2.924798656,1,5,4,SD,Fixed,Fixed,No
38,High,Small,1BHK-Apt,Owned,Low,20-30yrs,3,1-2yrs,6.503735195,0,2,1,PPM,Fixed,Fixed,Yes
46,low,Small,2BHK-Apt,Rented,Low,10-20yrs,6,>10yrs,4.888868476,0,9,0,DD,Variable,Variable,No
43,medium,Large,3BHK-Apt,Rented,Medium,10-20yrs,1,1-2yrs,1.213884705,1,8,7,SD,Variable,Variable,No
49,low,Small,2BHK-Apt,Rented,Medium,20-30yrs,7,2-5yrs,3.798133238,3,9,1,SD,Fixed,Fixed,No
30,medium,Small,3BHK-Apt,Rented,High,>30yrs,4,1-2yrs,4.589818048,0,4,1,DD,Fixed,Fixed,No
51,medium,Large,5BHK-House,Rented,Medium,<10yrs,5,1-2yrs,3.174493298,0,5,2,SD,Variable,Variable,No
41,High,Medium,2BHK-Apt,Owned,High,20-30yrs,7,1-2yrs,0.744345635,0,2,0,Others,Variable,Variable,No
38,High,Medium,2BHK-Apt,Rented,Low,10-20yrs,6,>10yrs,8.079333066,0,4,2,SD,Variable,Variable,No
38,medium,Large,2BHK-Apt,Owned,Low,20-30yrs,7,1-2yrs,4.94990488,3,7,2,DD,Fixed,Fixed,No
55,High,Large,3BHK-Apt,Owned,Medium,10-20yrs,7,1-2yrs,4.383044983,0,10,7,DD,Fixed,Fixed,No
31,medium,Large,5BHK-House,Owned,Medium,10-20yrs,2,1-2yrs,2.702719171,2,8,7,PPM,Variable,Variable,No
34,low,Medium,5BHK-House,Owned,Low,<10yrs,2,2-5yrs,0.837960635,1,10,3,DD,Fixed,Fixed,No
42,medium,Medium,3BHK-Apt,Owned,Low,<10yrs,6,1-2yrs,3.753984497,0,10,3,SD,Variable,Variable,No
32,medium,Medium,2BHK-Apt,Owned,Medium,<10yrs,3,<1yr,14.2289512,2,5,4,Others,Variable,Variable,No
52,low,Small,3BHK-Apt,Owned,Medium,>30yrs,5,2-5yrs,5.128538606,1,5,4,PPM,Variable,Variable,No
29,High,Medium,5BHK-House,Owned,Medium,20-30yrs,5,<1yr,2.041481629,1,7,0,Others,Variable,Variable,No
36,medium,Large,5BHK-House,Owned,Low,20-30yrs,1,2-5yrs,8.992082833,2,9,5,SD,Fixed,Fixed,No
35,medium,Small,1BHK-Apt,Owned,Medium,10-20yrs,2,1-2yrs,1.887702658,3,2,1,PPM,Variable,Variable,No
48,medium,Medium,5BHK-House,Owned,Low,20-30yrs,1,2-5yrs,0.970245692,0,10,6,PPM,Variable,Variable,No
41,medium,Large,2BHK-Apt,Owned,Low,20-30yrs,2,1-2yrs,0.19349453,4,0,1,Others,Fixed,Fixed,No
33,low,Large,2BHK-Apt,Owned,Medium,20-30yrs,2,<1yr,2.888793696,2,9,7,DD,Variable,Variable,No
20,medium,Medium,1BHK-Apt,Rented,Low,<10yrs,1,2-5yrs,5.429668002,1,1,0,DD,Fixed,Fixed,No
37,low,Medium,3BHK-Apt,Rented,High,>30yrs,6,2-5yrs,4.974823984,1,8,4,DD,Variable,Variable,No
35,medium,Large,1BHK-Apt,Rented,Low,20-30yrs,7,<1yr,1.857076471,3,0,0,DD,Variable,Variable,Yes
39,medium,Medium,2BHK-Apt,Rented,High,20-30yrs,3,1-2yrs,5.882776248,0,0,0,Others,Variable,Variable,Yes
29,High,Large,5BHK-House,Owned,High,10-20yrs,2,>5yrs,8.257048748,1,7,4,Others,Variable,Variable,Yes
26,medium,Medium,3BHK-Apt,Owned,Medium,20-30yrs,5,2-5yrs,1.619294864,1,9,0,PPM,Fixed,Fixed,No
47,low,Small,1BHK-Apt,Rented,High,>30yrs,3,2-5yrs,2.091010243,4,7,2,PPM,Variable,Variable,No
42,low,Medium,5BHK-House,Owned,Medium,20-30yrs,4,2-5yrs,3.758973117,3,2,1,SD,Fixed,Fixed,Yes
32,High,Small,2BHK-Apt,Rented,Medium,20-30yrs,3,1-2yrs,6.42831955,0,10,7,Others,Fixed,Fixed,No
42,medium,Medium,2BHK-Apt,Rented,Medium,<10yrs,1,>5yrs,1.716769409,2,8,0,PPM,Fixed,Fixed,No
40,low,Large,3BHK-Apt,Owned,Medium,10-20yrs,5,2-5yrs,7.23437268,0,8,3,Others,Variable,Variable,No
45,medium,Small,3BHK-Apt,Owned,Medium,>30yrs,4,>5yrs,6.960206041,2,8,0,DD,Fixed,Fixed,Yes
42,High,Medium,2BHK-Apt,Rented,Low,<10yrs,5,>10yrs,0.776299603,2,9,8,PPM,Variable,Variable,No
46,low,Small,2BHK-Apt,Owned,High,<10yrs,5,2-5yrs,8.434033376,1,6,1,PPM,Fixed,Fixed,No
36,High,Large,5BHK-House,Owned,Low,20-30yrs,4,1-2yrs,2.515459948,3,9,2,DD,Variable,Variable,No
41,High,Small,3BHK-Apt,Rented,Low,20-30yrs,1,2-5yrs,4.330174723,3,9,4,Others,Fixed,Fixed,Yes
41,low,Large,5BHK-House,Owned,Medium,20-30yrs,5,>5yrs,2.209881329,0,8,1,Others,Fixed,Fixed,No
52,High,Medium,5BHK-House,Owned,High,>30yrs,6,1-2yrs,3.597733924,2,10,8,Others,Variable,Variable,No
54,medium,Large,1BHK-Apt,Owned,Medium,20-30yrs,2,>5yrs,2.773537616,2,8,3,DD,Fixed,Fixed,No
35,medium,Medium,3BHK-Apt,Rented,Medium,10-20yrs,3,<1yr,1.877434136,0,2,0,DD,Variable,Variable,No
40,High,Medium,2BHK-Apt,Owned,Medium,20-30yrs,5,<1yr,2.582059352,0,2,0,Others,Variable,Variable,No
41,low,Medium,1BHK-Apt,Rented,High,<10yrs,9,1-2yrs,1.961663169,3,10,4,SD,Fixed,Fixed,No
34,High,Medium,3BHK-Apt,Rented,Medium,20-30yrs,7,<1yr,3.941288644,3,9,8,Others,Fixed,Fixed,No
34,High,Medium,3BHK-Apt,Owned,Medium,>30yrs,1,1-2yrs,1.051527326,4,3,1,Others,Variable,Variable,Yes
35,High,Large,2BHK-Apt,Owned,High,10-20yrs,3,2-5yrs,9.507173858,3,6,2,Others,Variable,Variable,No
50,low,Large,3BHK-Apt,Owned,Low,>30yrs,8,>10yrs,2.650622958,0,5,0,DD,Variable,Variable,Yes
47,medium,Medium,3BHK-Apt,Rented,High,20-30yrs,1,2-5yrs,2.096693458,0,0,1,PPM,Variable,Variable,No
31,medium,Medium,1BHK-Apt,Owned,High,20-30yrs,3,2-5yrs,9.061740159,0,7,5,PPM,Fixed,Fixed,No
34,High,Medium,5BHK-House,Owned,Medium,10-20yrs,5,<1yr,1.641097859,2,9,0,PPM,Variable,Variable,No
39,low,Large,Mansion,Owned,High,<10yrs,5,2-5yrs,6.028483884,3,1,0,DD,Variable,Variable,Yes
47,low,Medium,2BHK-Apt,Owned,High,20-30yrs,3,<1yr,4.835760763,3,2,0,DD,Variable,Variable,No
42,medium,Large,2BHK-Apt,Owned,Medium,>30yrs,5,2-5yrs,2.449068276,0,1,0,DD,Variable,Variable,Yes
42,low,Small,5BHK-House,Owned,Low,10-20yrs,1,>10yrs,2.275814088,2,1,0,DD,Variable,Variable,No
39,medium,Small,2BHK-Apt,Rented,High,>30yrs,2,2-5yrs,5.073616886,4,9,7,Others,Fixed,Fixed,Yes
46,low,Small,3BHK-Apt,Owned,Medium,20-30yrs,1,1-2yrs,6.968311726,1,0,0,Others,Fixed,Fixed,No
29,low,Small,1BHK-Apt,Rented,Medium,>30yrs,7,>5yrs,2.971736608,1,7,3,Others,Fixed,Fixed,Yes
33,medium,Medium,1BHK-Apt,Owned,Medium,10-20yrs,6,<1yr,4.534566004,0,6,2,PPM,Variable,Variable,No
35,low,Small,3BHK-Apt,Owned,Medium,20-30yrs,2,1-2yrs,3.957602168,0,3,2,DD,Fixed,Fixed,Yes
50,medium,Small,3BHK-Apt,Owned,Low,10-20yrs,1,>10yrs,3.767841491,3,5,4,SD,Fixed,Fixed,Yes
53,High,Small,3BHK-Apt,Rented,Medium,<10yrs,3,<1yr,9.273816169,1,10,1,Others,Fixed,Fixed,No
43,High,Large,2BHK-Apt,Owned,High,>30yrs,3,1-2yrs,4.601054101,1,7,6,PPM,Fixed,Fixed,Yes
32,low,Large,5BHK-House,Rented,Medium,10-20yrs,3,2-5yrs,4.105336902,2,1,0,Others,Variable,Variable,Yes
40,High,Medium,5BHK-House,Rented,Low,<10yrs,5,<1yr,13.77319789,1,10,4,DD,Fixed,Fixed,No
42,High,Medium,1BHK-Apt,Owned,High,20-30yrs,6,1-2yrs,4.062277241,0,7,3,SD,Variable,Variable,No
52,low,Small,2BHK-Apt,Owned,Medium,10-20yrs,1,1-2yrs,5.677034435,0,2,0,DD,Fixed,Fixed,No
41,low,Medium,2BHK-Apt,Owned,High,20-30yrs,1,<1yr,4.795719489,0,2,1,PPM,Fixed,Fixed,No
34,High,Medium,2BHK-Apt,Owned,High,20-30yrs,5,2-5yrs,5.190357823,4,3,1,DD,Fixed,Fixed,No
34,medium,Large,3BHK-Apt,Rented,Low,>30yrs,4,2-5yrs,4.243253451,2,3,0,DD,Fixed,Fixed,No
46,medium,Small,2BHK-Apt,Owned,Low,10-20yrs,8,2-5yrs,2.128316452,4,1,0,SD,Variable,Variable,No
40,low,Medium,2BHK-Apt,Owned,Low,20-30yrs,2,1-2yrs,3.067244757,2,6,1,PPM,Variable,Variable,No
34,low,Small,3BHK-Apt,Rented,High,20-30yrs,7,1-2yrs,2.410733112,1,8,1,PPM,Fixed,Fixed,No
40,medium,Small,5BHK-House,Rented,High,>30yrs,2,1-2yrs,4.069788987,0,5,3,DD,Variable,Variable,Yes
36,High,Medium,3BHK-Apt,Rented,High,20-30yrs,7,>10yrs,2.86481702,1,6,3,DD,Variable,Variable,No
34,High,Small,Mansion,Rented,Low,20-30yrs,5,2-5yrs,2.443636759,3,4,3,SD,Variable,Variable,No
44,High,Small,2BHK-Apt,Owned,Medium,10-20yrs,5,2-5yrs,2.235593658,0,6,3,PPM,Fixed,Fixed,No
44,High,Medium,5BHK-House,Owned,Low,10-20yrs,4,<1yr,6.027699824,1,0,0,SD,Variable,Variable,Yes
44,low,Large,2BHK-Apt,Rented,High,<10yrs,4,>5yrs,1.066123331,3,5,4,PPM,Fixed,Fixed,No
50,High,Medium,1BHK-Apt,Owned,High,<10yrs,5,1-2yrs,1.18984339,0,0,0,PPM,Fixed,Fixed,No
44,High,Medium,2BHK-Apt,Owned,High,10-20yrs,4,1-2yrs,4.045029723,3,7,0,PPM,Fixed,Fixed,No
55,low,Large,2BHK-Apt,Owned,Low,20-30yrs,1,1-2yrs,3.293774486,0,3,1,DD,Variable,Variable,No
55,High,Large,2BHK-Apt,Owned,Medium,20-30yrs,6,>5yrs,17.5762105,1,8,0,Others,Variable,Variable,No
27,low,Medium,1BHK-Apt,Owned,Low,10-20yrs,2,1-2yrs,5.148681285,2,7,1,SD,Fixed,Fixed,No
41,low,Large,2BHK-Apt,Rented,Medium,10-20yrs,3,>10yrs,2.802354693,0,4,2,DD,Fixed,Fixed,No
35,medium,Medium,3BHK-Apt,Rented,Low,10-20yrs,3,<1yr,3.774210656,1,8,0,PPM,Variable,Variable,No
32,medium,Large,1BHK-Apt,Rented,Medium,>30yrs,2,2-5yrs,6.581154491,0,3,0,DD,Fixed,Fixed,No
29,low,Small,2BHK-Apt,Owned,Low,20-30yrs,2,1-2yrs,9.438261235,3,0,1,PPM,Variable,Variable,Yes
40,medium,Medium,5BHK-House,Owned,Low,20-30yrs,6,>5yrs,5.847636334,1,9,3,SD,Variable,Variable,Yes
38,low,Small,3BHK-Apt,Owned,Medium,>30yrs,3,>10yrs,2.312400756,1,10,5,SD,Fixed,Fixed,No
45,medium,Small,1BHK-Apt,Rented,Low,20-30yrs,2,1-2yrs,2.331396668,2,2,1,DD,Variable,Variable,Yes
33,medium,Large,1BHK-Apt,Rented,Medium,10-20yrs,1,1-2yrs,10.48834878,2,4,0,PPM,Fixed,Fixed,No
32,medium,Large,Mansion,Owned,Medium,20-30yrs,2,2-5yrs,3.139801222,0,1,0,DD,Fixed,Fixed,No
38,medium,Medium,Mansion,Rented,High,20-30yrs,4,2-5yrs,3.417214647,2,8,2,SD,Fixed,Fixed,Yes
49,medium,Large,1BHK-Apt,Rented,High,20-30yrs,4,1-2yrs,1.834584245,1,5,1,PPM,Variable,Variable,Yes
44,medium,Large,5BHK-House,Rented,High,20-30yrs,2,>10yrs,3.133219243,0,8,0,PPM,Fixed,Fixed,Yes
38,medium,Large,3BHK-Apt,Owned,Medium,<10yrs,5,>10yrs,10.25330859,1,8,3,Others,Fixed,Fixed,No
39,medium,Large,Mansion,Rented,Medium,20-30yrs,8,>10yrs,6.20048061,0,6,1,PPM,Variable,Variable,No
48,medium,Medium,3BHK-Apt,Owned,Low,10-20yrs,2,2-5yrs,9.834040986,0,7,4,Others,Variable,Variable,No
34,High,Medium,5BHK-House,Owned,Low,20-30yrs,6,1-2yrs,1.210273124,0,10,8,PPM,Variable,Variable,No
32,High,Large,3BHK-Apt,Owned,Low,20-30yrs,7,1-2yrs,1.414961039,1,8,2,DD,Variable,Variable,No
43,medium,Small,2BHK-Apt,Owned,Low,10-20yrs,1,<1yr,2.831470928,4,0,1,Others,Fixed,Fixed,Yes
26,low,Small,Mansion,Owned,Medium,>30yrs,9,2-5yrs,6.070619045,1,1,0,DD,Variable,Variable,No
29,medium,Large,2BHK-Apt,Rented,Medium,10-20yrs,6,2-5yrs,6.49880036,2,1,0,DD,Variable,Variable,No
39,medium,Medium,1BHK-Apt,Owned,Medium,20-30yrs,6,>10yrs,1.260162683,2,5,3,DD,Variable,Variable,No
29,medium,Small,Mansion,Owned,Low,10-20yrs,4,2-5yrs,1.330090144,2,8,6,Others,Variable,Variable,No
31,medium,Medium,5BHK-House,Rented,Low,20-30yrs,1,2-5yrs,2.831081747,2,6,4,SD,Fixed,Fixed,No
51,High,Large,5BHK-House,Rented,High,>30yrs,2,2-5yrs,1.58400928,0,6,3,DD,Fixed,Fixed,No
49,medium,Medium,3BHK-Apt,Owned,Low,10-20yrs,7,2-5yrs,0.911956452,2,5,0,DD,Variable,Variable,No
41,low,Small,3BHK-Apt,Owned,Medium,<10yrs,4,>5yrs,1.797551909,4,1,0,Others,Fixed,Fixed,No
40,medium,Small,3BHK-Apt,Owned,Medium,10-20yrs,1,>5yrs,3.208535872,2,10,8,SD,Variable,Variable,Yes
43,low,Small,2BHK-Apt,Owned,Low,>30yrs,3,1-2yrs,1.783442877,1,9,3,DD,Fixed,Fixed,No
49,low,Medium,3BHK-Apt,Rented,Medium,20-30yrs,5,1-2yrs,5.164186899,1,4,0,SD,Fixed,Fixed,No
39,low,Small,3BHK-Apt,Owned,Medium,10-20yrs,3,2-5yrs,2.821949604,3,4,2,Others,Variable,Variable,Yes
41,low,Medium,5BHK-House,Rented,Medium,<10yrs,1,1-2yrs,1.043550468,1,10,8,PPM,Fixed,Fixed,No
55,medium,Medium,1BHK-Apt,Owned,Medium,20-30yrs,1,2-5yrs,8.424910147,1,1,0,PPM,Fixed,Fixed,No
42,low,Large,1BHK-Apt,Owned,Medium,>30yrs,7,2-5yrs,0.700446337,0,1,0,Others,Fixed,Fixed,No
46,low,Medium,3BHK-Apt,Owned,Low,20-30yrs,7,1-2yrs,1.954999908,1,7,1,SD,Variable,Variable,No
36,medium,Large,2BHK-Apt,Owned,Medium,<10yrs,9,>5yrs,12.56590479,0,3,2,DD,Fixed,Fixed,No
45,High,Small,Mansion,Owned,Medium,>30yrs,1,2-5yrs,8.354821653,0,1,0,DD,Fixed,Fixed,No
38,High,Large,3BHK-Apt,Owned,High,<10yrs,1,1-2yrs,6.7761712,0,8,7,PPM,Variable,Variable,Yes
34,low,Medium,1BHK-Apt,Owned,Medium,<10yrs,4,1-2yrs,1.593713533,1,5,1,DD,Variable,Variable,No
26,medium,Medium,3BHK-Apt,Owned,Low,10-20yrs,1,<1yr,1.97710663,0,0,1,PPM,Fixed,Fixed,Yes
35,medium,Medium,2BHK-Apt,Owned,Low,10-20yrs,6,<1yr,2.305554602,1,4,3,PPM,Fixed,Fixed,No
32,low,Medium,1BHK-Apt,Owned,Medium,<10yrs,4,1-2yrs,12.68153145,3,7,2,Others,Variable,Variable,No
33,medium,Small,1BHK-Apt,Rented,Low,<10yrs,2,2-5yrs,6.88928454,3,10,7,SD,Variable,Variable,No
37,medium,Medium,5BHK-House,Owned,Medium,20-30yrs,8,>10yrs,1.673658769,3,3,2,Others,Fixed,Fixed,No
46,low,Medium,2BHK-Apt,Rented,Low,10-20yrs,2,1-2yrs,11.0601884,0,1,0,PPM,Variable,Variable,No
38,medium,Medium,2BHK-Apt,Owned,Low,20-30yrs,2,<1yr,1.416678932,1,7,2,DD,Fixed,Fixed,No
42,medium,Small,2BHK-Apt,Owned,Low,20-30yrs,3,2-5yrs,2.854641578,1,5,1,SD,Fixed,Fixed,No
44,medium,Large,1BHK-Apt,Rented,High,10-20yrs,1,2-5yrs,2.94324873,2,0,1,Others,Fixed,Fixed,No
45,medium,Medium,3BHK-Apt,Rented,Medium,20-30yrs,6,<1yr,0.704045671,1,3,0,DD,Variable,Variable,No
41,low,Small,5BHK-House,Owned,High,>30yrs,4,2-5yrs,0.429048237,2,1,0,PPM,Fixed,Fixed,No
38,medium,Medium,2BHK-Apt,Rented,High,20-30yrs,2,1-2yrs,4.737284721,0,3,2,PPM,Variable,Variable,No
39,medium,Small,1BHK-Apt,Owned,High,20-30yrs,1,2-5yrs,10.01482026,2,10,8,Others,Variable,Variable,No
48,High,Medium,3BHK-Apt,Owned,Low,>30yrs,8,2-5yrs,2.231401887,0,2,0,PPM,Variable,Variable,No
47,High,Medium,3BHK-Apt,Owned,High,10-20yrs,4,1-2yrs,2.579952752,2,9,7,PPM,Variable,Variable,No
42,medium,Medium,3BHK-Apt,Owned,High,<10yrs,1,>10yrs,9.196426647,0,10,4,SD,Variable,Variable,No
37,low,Small,3BHK-Apt,Owned,Low,>30yrs,1,2-5yrs,8.142399207,3,9,5,PPM,Variable,Variable,No
42,High,Small,3BHK-Apt,Owned,Medium,10-20yrs,2,>10yrs,4.094229504,1,6,1,Others,Fixed,Fixed,No
40,medium,Large,3BHK-Apt,Rented,Medium,20-30yrs,5,>5yrs,0.719019155,0,7,1,Others,Variable,Variable,No
28,medium,Small,5BHK-House,Owned,Medium,10-20yrs,1,1-2yrs,6.714281591,0,8,0,PPM,Fixed,Fixed,No
48,High,Medium,3BHK-Apt,Rented,Medium,<10yrs,5,1-2yrs,11.79000526,1,2,1,DD,Fixed,Fixed,No
34,low,Large,2BHK-Apt,Rented,Low,<10yrs,3,2-5yrs,1.599573329,1,1,0,DD,Fixed,Fixed,No
37,High,Medium,3BHK-Apt,Rented,High,20-30yrs,4,>10yrs,5.202622751,4,10,0,DD,Fixed,Fixed,No
35,medium,Small,3BHK-Apt,Owned,Medium,20-30yrs,2,<1yr,1.929306795,4,8,1,DD,Variable,Variable,No
48,High,Large,3BHK-Apt,Owned,Low,20-30yrs,4,2-5yrs,7.656299581,1,9,3,SD,Variable,Variable,No
36,medium,Large,1BHK-Apt,Owned,Medium,20-30yrs,1,<1yr,4.278055702,2,7,6,PPM,Fixed,Fixed,No
29,low,Medium,Mansion,Rented,Medium,10-20yrs,5,1-2yrs,8.006989185,2,2,1,SD,Variable,Variable,Yes
48,low,Medium,Mansion,Owned,Medium,>30yrs,2,>5yrs,2.335682158,1,5,1,Others,Variable,Variable,No
43,High,Large,2BHK-Apt,Rented,Medium,20-30yrs,4,2-5yrs,2.800050067,0,4,0,DD,Variable,Variable,No
30,medium,Medium,2BHK-Apt,Rented,Medium,10-20yrs,3,>5yrs,6.435980092,3,6,0,Others,Variable,Variable,No
37,medium,Small,1BHK-Apt,Owned,Low,20-30yrs,2,2-5yrs,2.930024024,3,3,0,SD,Variable,Variable,No
39,medium,Medium,Mansion,Rented,High,20-30yrs,3,2-5yrs,1.514263433,0,10,0,SD,Fixed,Fixed,No
35,low,Large,1BHK-Apt,Owned,Low,20-30yrs,7,1-2yrs,0.280584249,0,9,5,DD,Fixed,Fixed,Yes
38,medium,Medium,2BHK-Apt,Owned,Low,<10yrs,7,<1yr,2.343708516,1,3,0,PPM,Fixed,Fixed,No
50,low,Medium,2BHK-Apt,Owned,High,20-30yrs,1,2-5yrs,3.797654014,3,1,0,Others,Fixed,Fixed,No
43,medium,Medium,2BHK-Apt,Owned,Medium,>30yrs,1,>10yrs,13.05376579,0,7,0,PPM,Fixed,Fixed,No
43,medium,Medium,3BHK-Apt,Owned,Medium,<10yrs,4,1-2yrs,3.557447291,1,10,7,Others,Variable,Variable,No
37,medium,Medium,1BHK-Apt,Owned,Medium,10-20yrs,2,1-2yrs,2.678111587,3,2,0,PPM,Fixed,Fixed,No
24,medium,Medium,5BHK-House,Owned,Medium,20-30yrs,3,>10yrs,3.950470705,2,7,6,Others,Variable,Variable,Yes
27,High,Large,3BHK-Apt,Rented,Medium,20-30yrs,1,>10yrs,0.6604104,0,1,0,DD,Variable,Variable,No
32,medium,Large,1BHK-Apt,Owned,High,>30yrs,6,>5yrs,1.369795441,0,3,2,PPM,Fixed,Fixed,No
40,low,Small,3BHK-Apt,Owned,High,20-30yrs,2,2-5yrs,1.412607552,3,10,6,PPM,Variable,Variable,Yes
50,High,Small,2BHK-Apt,Owned,Low,<10yrs,9,>10yrs,6.627112557,2,10,6,PPM,Fixed,Fixed,No
37,High,Large,3BHK-Apt,Owned,Medium,10-20yrs,3,2-5yrs,3.155251123,2,6,1,DD,Variable,Variable,No
28,low,Medium,3BHK-Apt,Rented,High,20-30yrs,6,2-5yrs,2.052211368,2,9,3,Others,Fixed,Fixed,No
52,High,Large,2BHK-Apt,Rented,High,10-20yrs,1,>10yrs,5.737598073,2,5,3,PPM,Variable,Variable,No
40,High,Medium,Mansion,Rented,High,20-30yrs,7,<1yr,2.961644985,0,9,8,PPM,Variable,Variable,No
24,medium,Large,5BHK-House,Owned,Medium,20-30yrs,1,2-5yrs,1.991065844,1,10,0,SD,Variable,Variable,No
51,medium,Large,2BHK-Apt,Rented,High,20-30yrs,2,>10yrs,5.93222476,1,3,0,SD,Fixed,Fixed,No
34,High,Large,3BHK-Apt,Owned,Medium,20-30yrs,4,>10yrs,5.317899873,0,10,6,Others,Fixed,Fixed,No
35,medium,Medium,1BHK-Apt,Owned,Low,20-30yrs,3,>10yrs,5.232409945,0,6,3,PPM,Variable,Variable,No
42,medium,Medium,Mansion,Owned,Medium,20-30yrs,7,2-5yrs,7.969930794,0,2,0,DD,Fixed,Fixed,No
28,medium,Large,5BHK-House,Owned,Low,10-20yrs,2,2-5yrs,5.074460283,1,3,1,DD,Fixed,Fixed,No
